action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,requested_activity_type,standard_value_num,pIC50,selected_endpoint,activity_type_cleaned
,,7956602,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CN1CCC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)N1CCCC1,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '16.66', 'le': '0.34', 'lle': '5.11', 'sei': '8.64'}",,CHEMBL1923453,,CHEMBL1923453,7.50,0,http://www.openphacts.org/units/Nanomolar,1562580,=,1,1,=,,IC50,nM,,32.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,32.0,IC50,32.0,7.494850021680094,pIC50,IC50
,,7956603,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CN1CCC[C@H](NS(=O)(=O)c2ccc3ccc(Cl)cc3c2)C1=O)N1CCCC1,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '13.32', 'le': '0.27', 'lle': '3.62', 'sei': '6.91'}",,CHEMBL1923452,,CHEMBL1923452,6.00,0,http://www.openphacts.org/units/Nanomolar,1562579,=,1,1,=,,IC50,nM,,1010.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,1010.0,IC50,1010.0,5.995678626217357,pIC50,IC50
,,7956604,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CN1CCC[C@H](NS(=O)(=O)c2ccc3cc(Br)ccc3c2)C1=O)N1CCCC1,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '15.62', 'le': '0.35', 'lle': '5.23', 'sei': '8.90'}",,CHEMBL1923454,,CHEMBL1923454,7.72,0,http://www.openphacts.org/units/Nanomolar,1562581,=,1,1,=,,IC50,nM,,19.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,19.0,IC50,19.0,7.721246399047171,pIC50,IC50
,,7956605,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CN1CCC[C@H](NS(=O)(=O)c2nc3ccc(Cl)cc3[nH]2)C1=O)N1CCCC1,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '17.04', 'le': '0.35', 'lle': '6.38', 'sei': '6.49'}",,CHEMBL1923455,,CHEMBL1923455,7.50,0,http://www.openphacts.org/units/Nanomolar,1562582,=,1,1,=,,IC50,nM,,32.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,32.0,IC50,32.0,7.494850021680094,pIC50,IC50
,,7956606,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CN1CCC[C@H](NS(=O)(=O)c2cc3ccc(Cl)nc3s2)C1=O)N1CCCC1,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '17.19', 'le': '0.37', 'lle': '6.01', 'sei': '7.88'}",,CHEMBL1923457,,CHEMBL1923457,7.85,0,http://www.openphacts.org/units/Nanomolar,1562584,=,1,1,=,,IC50,nM,,14.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,14.0,IC50,14.0,7.853871964321762,pIC50,IC50
,,7956607,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CN1CCC[C@H](NS(=O)(=O)c2ccc(-c3ccc(Cl)s3)s2)C1=O)N1CCCC1,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '14.94', 'le': '0.33', 'lle': '4.27', 'sei': '8.40'}",,CHEMBL1923456,,CHEMBL1923456,7.29,0,http://www.openphacts.org/units/Nanomolar,1562583,=,1,1,=,,IC50,nM,,51.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,51.0,IC50,51.0,7.292429823902063,pIC50,IC50
,,7956608,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,CC1CCCN1C(=O)CN1CCC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '14.84', 'le': '0.30', 'lle': '4.12', 'sei': '7.93'}",,CHEMBL1923458,,CHEMBL1923458,6.89,0,http://www.openphacts.org/units/Nanomolar,1562585,=,1,1,=,,IC50,nM,,130.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,130.0,IC50,130.0,6.886056647693163,pIC50,IC50
,,7956609,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1[C@@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CCCN1CC(=O)N1CCCC1c1cccnc1,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '13.07', 'le': '0.26', 'lle': '3.37', 'sei': '6.91'}",,CHEMBL1923459,,CHEMBL1923459,6.89,0,http://www.openphacts.org/units/Nanomolar,1562586,=,1,1,=,,IC50,nM,,129.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,129.0,IC50,129.0,6.889410289700751,pIC50,IC50
,,7956610,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CN1CCC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)N1CCSC1,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '15.46', 'le': '0.33', 'lle': '4.94', 'sei': '8.34'}",,CHEMBL1923461,,CHEMBL1923461,7.24,0,http://www.openphacts.org/units/Nanomolar,1562588,=,1,1,=,,IC50,nM,,58.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,58.0,IC50,58.0,7.236572006437063,pIC50,IC50
,,7956611,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CN1CCC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)N1CCC(c2cccnc2)C1,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '12.28', 'le': '0.25', 'lle': '3.30', 'sei': '6.49'}",,CHEMBL1923460,,CHEMBL1923460,6.47,0,http://www.openphacts.org/units/Nanomolar,1562587,=,1,1,=,,IC50,nM,,337.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,337.0,IC50,337.0,6.4723700991286615,pIC50,IC50
,,7956612,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CN1CCC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)N1CCCCC1,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '14.91', 'le': '0.30', 'lle': '4.14', 'sei': '7.97'}",,CHEMBL1923462,,CHEMBL1923462,6.92,0,http://www.openphacts.org/units/Nanomolar,1562589,=,1,1,=,,IC50,nM,,121.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,121.0,IC50,121.0,6.917214629683549,pIC50,IC50
,,7956613,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CN1CCC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)N1CCOCC1,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '13.24', 'le': '0.27', 'lle': '4.55', 'sei': '6.43'}",,CHEMBL1923463,,CHEMBL1923463,6.17,0,http://www.openphacts.org/units/Nanomolar,1562590,=,1,1,=,,IC50,nM,,674.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,674.0,IC50,674.0,6.17134010346468,pIC50,IC50
,,7956614,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(C(=O)CN2CCC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)CC1,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '11.92', 'le': '0.24', 'lle': '4.17', 'sei': '6.34'}",,CHEMBL1923464,,CHEMBL1923464,5.71,0,http://www.openphacts.org/units/Nanomolar,1562591,=,1,1,=,,IC50,nM,,1957.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,1957.0,IC50,1957.0,5.708409174341998,pIC50,IC50
,,7956615,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,NCC1CCCN(C(=O)CN2CCC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)C1,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '13.55', 'le': '0.28', 'lle': '4.72', 'sei': '5.92'}",,CHEMBL1923465,,CHEMBL1923465,6.68,0,http://www.openphacts.org/units/Nanomolar,1562592,=,1,1,=,,IC50,nM,,209.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,209.0,IC50,209.0,6.679853713888946,pIC50,IC50
,,7956616,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,NCC1CCN(C(=O)CN2CCC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)CC1,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '11.92', 'le': '0.24', 'lle': '3.92', 'sei': '5.21'}",,CHEMBL1923466,,CHEMBL1923466,5.88,0,http://www.openphacts.org/units/Nanomolar,1562593,=,1,1,=,,IC50,nM,,1330.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,1330.0,IC50,1330.0,5.876148359032914,pIC50,IC50
,,7956617,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CN1CCC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)N1CC2CNCC(C2)C1,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '15.16', 'le': '0.31', 'lle': '5.83', 'sei': '7.75'}",,CHEMBL1923467,,CHEMBL1923467,7.66,0,http://www.openphacts.org/units/Nanomolar,1562594,=,1,1,=,,IC50,nM,,22.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,22.0,IC50,22.0,7.657577319177793,pIC50,IC50
,,7956618,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CN1CCC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)N1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '13.86', 'le': '0.28', 'lle': '5.32', 'sei': '7.25'}",,CHEMBL1923468,,CHEMBL1923468,7.89,0,http://www.openphacts.org/units/Nanomolar,1562595,=,1,1,=,,IC50,nM,,13.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,13.0,IC50,13.0,7.886056647693163,pIC50,IC50
,,7956619,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1CC2CC(C1)CN(C(=O)CN1CCC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C1=O)C2,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '14.55', 'le': '0.29', 'lle': '5.87', 'sei': '7.43'}",,CHEMBL1923469,,CHEMBL1923469,7.96,0,http://www.openphacts.org/units/Nanomolar,1562596,=,1,1,=,,IC50,nM,,11.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,11.0,IC50,11.0,7.958607314841775,pIC50,IC50
,,7956620,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,NC(=O)N1CC2CC(C1)CN(C(=O)CN1CCC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C1=O)C2,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '14.33', 'le': '0.29', 'lle': '6.23', 'sei': '5.90'}",,CHEMBL1923470,,CHEMBL1923470,7.85,0,http://www.openphacts.org/units/Nanomolar,1562597,=,1,1,=,,IC50,nM,,14.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,14.0,IC50,14.0,7.853871964321762,pIC50,IC50
,,7956621,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,NC(=O)C(=O)N1CC2CC(CN(C(=O)CN3CCC[C@H](NS(=O)(=O)c4ccc5cc(Cl)ccc5c4)C3=O)C2)C1,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '13.01', 'le': '0.26', 'lle': '6.94', 'sei': '4.99'}",,CHEMBL1923560,,CHEMBL1923560,7.50,0,http://www.openphacts.org/units/Nanomolar,1562699,=,1,1,=,,IC50,nM,,32.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,32.0,IC50,32.0,7.494850021680094,pIC50,IC50
,,7956622,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CC2CC(CN(C(=O)CN3CCC[C@H](NS(=O)(=O)c4ccc5cc(Cl)ccc5c4)C3=O)C2)C1,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '13.72', 'le': '0.29', 'lle': '6.50', 'sei': '6.44'}",,CHEMBL1923561,,CHEMBL1923561,8.00,0,http://www.openphacts.org/units/Nanomolar,1562700,=,1,1,=,,IC50,nM,,10.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,10.0,IC50,10.0,8.0,pIC50,IC50
,,7956623,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CN1CCC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)N1CC2CC(C1)CN(C(=O)C1CCNCC1)C2,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '12.80', 'le': '0.26', 'lle': '5.82', 'sei': '6.62'}",,CHEMBL1923562,,CHEMBL1923562,7.89,0,http://www.openphacts.org/units/Nanomolar,1562701,=,1,1,=,,IC50,nM,,13.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,13.0,IC50,13.0,7.886056647693163,pIC50,IC50
,,7956624,[],CHEMBL1926198,Inhibition of human factor 10a using phenyl-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 3 mins prior to substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1n[nH]cc1C(=O)N1CC2CC(CN(C(=O)CN3CCC[C@H](NS(=O)(=O)c4ccc5cc(Cl)ccc5c4)C3=O)C2)C1,,,CHEMBL1921791,Bioorg Med Chem Lett,2011.0,"{'bei': '13.28', 'le': '0.27', 'lle': '6.46', 'sei': '5.04'}",,CHEMBL1923563,,CHEMBL1923563,8.15,0,http://www.openphacts.org/units/Nanomolar,1562702,=,1,1,=,,IC50,nM,,7.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,7.0,IC50,7.0,8.154901959985743,pIC50,IC50
,,8020249,[],CHEMBL1948774,Inhibition of Coagulation factor 10a,B,,,BAO_0000190,BAO_0000357,single protein format,NCc1cccc(C2CCN(C(=O)c3ccc(C#Cc4ccccn4)o3)CC2)c1.O=C(O)C(F)(F)F,,,CHEMBL1944527,Bioorg Med Chem Lett,2012.0,"{'bei': '13.09', 'le': '0.24', 'lle': '1.50', 'sei': '6.97'}",,CHEMBL1944897,,CHEMBL1963039,5.05,0,http://www.openphacts.org/units/Nanomolar,1573778,=,1,1,=,,IC50,nM,,9000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,9.0,IC50,9000.0,5.045757490560675,pIC50,IC50
,,10929407,[],CHEMBL2045273,Inhibition of human factor 10a using chromogenic spectrozyme F10a as substrate after 10 mins by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc(N2CCCCC2=O)cc1)[C@@H]1Cc2ccccc2CN1C(=O)OCc1ccccc1,,,CHEMBL2040721,Eur J Med Chem,2012.0,"{'bei': '10.35', 'le': '0.19', 'lle': '0.09', 'sei': '6.34'}",,CHEMBL2040946,,CHEMBL2040946,5.00,0,http://www.openphacts.org/units/Nanomolar,1648270,=,1,1,=,,IC50,nM,,9900.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,9.9,IC50,9900.0,5.004364805402449,pIC50,IC50
,,10929408,[],CHEMBL2045273,Inhibition of human factor 10a using chromogenic spectrozyme F10a as substrate after 10 mins by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)[C@@H]1Cc2ccccc2CN1C(=O)OCc1ccccc1)c1ccc(N2CCCCC2=O)cc1,,,CHEMBL2040721,Eur J Med Chem,2012.0,"{'bei': '9.62', 'le': '0.18', 'lle': '-0.14', 'sei': '6.82'}",,CHEMBL2040947,,CHEMBL2040947,4.79,0,http://www.openphacts.org/units/Nanomolar,1648271,=,1,1,=,,IC50,nM,,16400.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,16.4,IC50,16400.0,4.785156151952302,pIC50,IC50
,,10929409,[],CHEMBL2045273,Inhibition of human factor 10a using chromogenic spectrozyme F10a as substrate after 10 mins by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(C(=O)[C@@H]1Cc2ccccc2CN1C(=O)OCc1ccccc1)c1ccc(N2CCCCC2=O)cc1,,,CHEMBL2040721,Eur J Med Chem,2012.0,"{'bei': '9.18', 'le': '0.17', 'lle': '-0.62', 'sei': '6.70'}",,CHEMBL2040948,,CHEMBL2040948,4.70,0,http://www.openphacts.org/units/Nanomolar,1648272,=,1,1,=,,IC50,nM,,20000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,20.0,IC50,20000.0,4.698970004336019,pIC50,IC50
,,10929410,[],CHEMBL2045273,Inhibition of human factor 10a using chromogenic spectrozyme F10a as substrate after 10 mins by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)N(C(=O)[C@@H]1Cc2ccccc2CN1C(=O)OCc1ccccc1)c1ccc(N2CCCCC2=O)cc1,,,CHEMBL2040721,Eur J Med Chem,2012.0,"{'bei': '8.98', 'le': '0.17', 'lle': '-0.99', 'sei': '6.73'}",,CHEMBL2040949,,CHEMBL2040949,4.72,0,http://www.openphacts.org/units/Nanomolar,1648273,=,1,1,=,,IC50,nM,,19000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,19.0,IC50,19000.0,4.721246399047171,pIC50,IC50
,,10929411,[],CHEMBL2045273,Inhibition of human factor 10a using chromogenic spectrozyme F10a as substrate after 10 mins by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)[C@@H]1Cc2ccccc2CN1C(=O)OCc1ccccc1)c1ccc(N2CCOCC2=O)cc1,,,CHEMBL2040721,Eur J Med Chem,2012.0,"{'bei': '9.79', 'le': '0.18', 'lle': '1.11', 'sei': '6.16'}",,CHEMBL2040950,,CHEMBL2040950,4.89,0,http://www.openphacts.org/units/Nanomolar,1648274,=,1,1,=,,IC50,nM,,12800.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,12.8,IC50,12800.0,4.892790030352131,pIC50,IC50
,,10929412,[],CHEMBL2045273,Inhibition of human factor 10a using chromogenic spectrozyme F10a as substrate after 10 mins by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(C(=O)[C@@H]1Cc2ccccc2CN1C(=O)OCc1ccccc1)c1ccc(N2CCOCC2=O)cc1,,,CHEMBL2040721,Eur J Med Chem,2012.0,"{'bei': '9.19', 'le': '0.17', 'lle': '0.55', 'sei': '5.95'}",,CHEMBL2040951,,CHEMBL2040951,4.72,0,http://www.openphacts.org/units/Nanomolar,1648275,=,1,1,=,,IC50,nM,,19000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,19.0,IC50,19000.0,4.721246399047171,pIC50,IC50
,,10929413,[],CHEMBL2045273,Inhibition of human factor 10a using chromogenic spectrozyme F10a as substrate after 10 mins by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc(N2CCOCC2=O)cc1)[C@@H]1Cc2ccccc2CN1C(=O)OCc1ccccc1,,,CHEMBL2040721,Eur J Med Chem,2012.0,"{'bei': '10.75', 'le': '0.20', 'lle': '1.47', 'sei': '5.92'}",,CHEMBL2040952,,CHEMBL2040952,5.22,0,http://www.openphacts.org/units/Nanomolar,1648276,=,1,1,=,,IC50,nM,,6000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,6.0,IC50,6000.0,5.221848749616356,pIC50,IC50
,,10929418,[],CHEMBL2045273,Inhibition of human factor 10a using chromogenic spectrozyme F10a as substrate after 10 mins by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)[C@@H]1Cc2ccccc2CN1C(=O)OC(C)(C)C)c1ccc(N2CCCCC2=O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2040721,Eur J Med Chem,2012.0,,,CHEMBL2040957,,CHEMBL2040957,,0,http://www.openphacts.org/units/Nanomolar,1648281,=,1,1,=,,IC50,nM,,221000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,221.0,IC50,221000.0,3.655607726314889,pIC50,IC50
,,10929419,[],CHEMBL2045273,Inhibition of human factor 10a using chromogenic spectrozyme F10a as substrate after 10 mins by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1cccs1)c1ccc(N2CCCCC2=O)cc1,,,CHEMBL2040721,Eur J Med Chem,2012.0,"{'bei': '9.24', 'le': '0.18', 'lle': '-0.12', 'sei': '7.18'}",,CHEMBL2040958,,CHEMBL2040958,4.38,0,http://www.openphacts.org/units/Nanomolar,1648282,=,1,1,=,,IC50,nM,,42000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,42.0,IC50,42000.0,4.376750709602099,pIC50,IC50
,,10929420,[],CHEMBL2045273,Inhibition of human factor 10a using chromogenic spectrozyme F10a as substrate after 10 mins by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1ccc(Cl)s1)c1ccc(N2CCCCC2=O)cc1,,,CHEMBL2040721,Eur J Med Chem,2012.0,"{'bei': '8.37', 'le': '0.17', 'lle': '-0.90', 'sei': '6.98'}",,CHEMBL2040959,,CHEMBL2040959,4.25,0,http://www.openphacts.org/units/Nanomolar,1648283,=,1,1,=,,IC50,nM,,56000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,56.0,IC50,56000.0,4.251811972993799,pIC50,IC50
,,10929421,[],CHEMBL2045273,Inhibition of human factor 10a using chromogenic spectrozyme F10a as substrate after 10 mins by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1ccc(Cl)cc1)c1ccc(N2CCCCC2=O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2040721,Eur J Med Chem,2012.0,,,CHEMBL2040960,,CHEMBL2040960,,0,http://www.openphacts.org/units/Nanomolar,1648284,=,1,1,=,,IC50,nM,,197000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,197.0,IC50,197000.0,3.7055337738384067,pIC50,IC50
