activity_id,molecule_chembl_id,canonical_smiles,activity_type_source,standard_type,standard_relation,standard_value,standard_value_num,standard_units,pActivity,pchembl_value,assay_type,assay_chembl_id,assay_description,target_chembl_id,target_pref_name,document_chembl_id
20603629,CHEMBL4647508,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C[C@H]4OCc1cn(-c2cccc(C)c2)nn1,IC50,IC50,=,41710.6,41710.6,nM,4.3797535628558,4.38,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603630,CHEMBL4634094,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C[C@H]4OCc1cn(-c2ccccc2C)nn1,IC50,IC50,=,34513.8,34513.8,nM,4.4620072218682605,4.46,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603631,CHEMBL4632364,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C[C@H]4OCc1cn(-c2cccc3ccccc23)nn1,IC50,IC50,=,4865.4,4865.4,nM,5.312881449197969,5.31,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603633,CHEMBL4643741,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\N,IC50,IC50,=,2824.4,2824.4,nM,5.549073797177258,5.55,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603634,CHEMBL4645685,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\NC(=S)Nc1ccccc1,IC50,IC50,=,13382.4,13382.4,nM,4.873465993198441,4.87,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603635,CHEMBL4634142,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\NC(=S)Nc1ccc(C)cc1,IC50,IC50,=,57733.6,57733.6,nM,4.238571361063836,4.24,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603636,CHEMBL4645930,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\NC(=S)Nc1ccc(Cl)cc1,IC50,IC50,=,152.78,152.78,nM,6.815933494308339,6.82,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603637,CHEMBL4635562,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\NC(=S)Nc1cccc(Cl)c1,IC50,IC50,=,196.34,196.34,nM,6.7069912133414356,6.71,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603638,CHEMBL4635937,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\NC(=S)Nc1ccccc1Cl,IC50,IC50,=,209.38,209.38,nM,6.679064804531405,6.68,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603639,CHEMBL4638756,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\NC(=S)Nc1ccc(F)cc1,IC50,IC50,=,27546.6,27546.6,nM,4.559931997260875,4.56,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603640,CHEMBL4642689,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\NC(=S)Nc1ccc(Br)cc1,IC50,IC50,=,8772.8,8772.8,nM,5.056861771460595,5.06,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603641,CHEMBL4638258,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\NC(=S)Nc1ccc(C(C)(C)C)cc1,IC50,IC50,=,9034.4,9034.4,nM,5.0441006848674945,5.04,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603642,CHEMBL4632627,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\NC(=S)Nc1ccc(C(C)C)cc1,IC50,IC50,=,54893.0,54893.0,nM,4.260483033604564,4.26,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603643,CHEMBL4642692,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\NC(=S)Nc1ccc(C(F)(F)F)cc1,IC50,IC50,=,8658.8,8658.8,nM,5.062542291526446,5.06,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603644,CHEMBL4641025,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\NC(=S)Nc1ccc(OC)cc1,IC50,IC50,=,6651.8,6651.8,nM,5.1770608172099095,5.18,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603645,CHEMBL4633908,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\NC(=S)Nc1ccc(OC)cc1OC,IC50,IC50,=,33578.2,33578.2,nM,4.4739425884546655,4.47,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603646,CHEMBL4645081,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\NC(=S)Nc1cccc(OC)c1,IC50,IC50,=,18409.0,18409.0,nM,4.734969802276941,4.74,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603647,CHEMBL4639437,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\NC(=S)Nc1cccc(N(C)C)c1,IC50,IC50,=,29616.6,29616.6,nM,4.528464800169722,4.53,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603648,CHEMBL4641614,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\NC(=S)Nc1ccc([N+](=O)[O-])cc1,IC50,IC50,=,8463.4,8463.4,nM,5.072455132870978,5.07,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603649,CHEMBL4642705,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\NC(=S)Nc1ccc(C#N)cc1,IC50,IC50,=,13591.6,13591.6,nM,4.866729415212362,4.87,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603650,CHEMBL4639910,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\NC(=S)Nc1cccc2ccccc12,IC50,IC50,=,955.12,955.12,nM,6.019942060810138,6.02,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603651,CHEMBL4644481,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\NC(=S)Nc1cccc(Cl)c1Cl,IC50,IC50,=,7727.8,7727.8,nM,5.1119441262432295,5.11,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603652,CHEMBL4648774,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\NC(=S)Nc1ccccc1C,IC50,IC50,=,4154.2,4154.2,nM,5.381512598603646,5.38,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603653,CHEMBL4639304,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\NC(=S)Nc1cccc(C)c1,IC50,IC50,=,3759.2,3759.2,nM,5.424904567985104,5.42,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603654,CHEMBL462653,C[C@@]12CC[C@@H]3[C@@](CC[C@H]4[C@@]3(C)CCC[C@@]4(C)C(=O)O)(CC1=O)C2,IC50,IC50,=,641.68,641.68,nM,6.192681496667978,6.19,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20603655,CHEMBL4643136,CN1CCc2nc(C(=O)N[C@@H]3CC[C@@H](C(=O)N(C)C)C[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,IC50,IC50,=,3.4,3.4,nM,8.468521082957745,8.47,B,CHEMBL4604302,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4602655
20673697,CHEMBL4643449,CC(C)c1cc(COc2ccccc2CC(=O)O)cc(-c2ccc3c(c2)[C@H](N)CO3)c1,IC50,IC50,=,500.0,500.0,nM,6.301029995663981,6.30,A,CHEMBL4621403,Inhibition of human F10a using fluorescent peptide as substrate by florescence assay,CHEMBL244,Coagulation factor X,CHEMBL4619774
20673763,CHEMBL4635912,CC1(C)COc2c(COc3ccccc3CC(=O)O)cc(-c3ccc4c(c3)[C@H](N)CO4)cc21,IC50,IC50,=,840.0,840.0,nM,6.075720713938118,6.08,A,CHEMBL4621403,Inhibition of human F10a using fluorescent peptide as substrate by florescence assay,CHEMBL244,Coagulation factor X,CHEMBL4619774
20673778,CHEMBL4647909,CC1(C)COc2c(COc3ccccc3CC(=O)O)cc(-c3ccc4c(c3)[C@H](N)CCO4)cc21,IC50,IC50,=,4300.0,4300.0,nM,5.366531544420413,5.37,A,CHEMBL4621403,Inhibition of human F10a using fluorescent peptide as substrate by florescence assay,CHEMBL244,Coagulation factor X,CHEMBL4619774
20673787,CHEMBL4642845,CC(C)c1cc(-c2ccc3c(c2)[C@H](N)CO3)cc([C@@H]2CNc3cccc(CC(=O)O)c3O2)c1,IC50,IC50,=,220.0,220.0,nM,6.657577319177793,6.66,A,CHEMBL4621403,Inhibition of human F10a using fluorescent peptide as substrate by florescence assay,CHEMBL244,Coagulation factor X,CHEMBL4619774
20673798,CHEMBL4647925,CC(C)c1cc(CCOc2ccccc2C(=O)O)cc(-c2ccc3c(c2)[C@H](N)CO3)c1,IC50,IC50,=,240.0,240.0,nM,6.619788758288394,6.62,A,CHEMBL4621403,Inhibition of human F10a using fluorescent peptide as substrate by florescence assay,CHEMBL244,Coagulation factor X,CHEMBL4619774
20673809,CHEMBL4646141,COc1cccc(C(=O)O)c1OCCc1cc(-c2ccc3c(c2)[C@H](N)CO3)cc(C(C)C)c1,IC50,IC50,=,6210.0,6210.0,nM,5.20690839982342,5.21,A,CHEMBL4621403,Inhibition of human F10a using fluorescent peptide as substrate by florescence assay,CHEMBL244,Coagulation factor X,CHEMBL4619774
20673831,CHEMBL4635286,CC(C)c1cc(CCN2CCc3cccc(C(=O)O)c32)cc(-c2ccc3c(c2)[C@H](N)CO3)c1,IC50,IC50,=,1830.0,1830.0,nM,5.73754891026957,5.74,A,CHEMBL4621403,Inhibition of human F10a using fluorescent peptide as substrate by florescence assay,CHEMBL244,Coagulation factor X,CHEMBL4619774
20673850,CHEMBL4633967,Cc1cccc(C(=O)O)c1OCCc1cc(-c2ccc3c(c2)[C@H](N)CO3)cc(C(C)C)c1,IC50,IC50,=,12500.0,12500.0,nM,4.903089986991944,4.90,A,CHEMBL4621403,Inhibition of human F10a using fluorescent peptide as substrate by florescence assay,CHEMBL244,Coagulation factor X,CHEMBL4619774
20673861,CHEMBL4645908,CC(C)c1cc(CCOc2c(Cl)cccc2C(=O)O)cc(-c2ccc3c(c2)[C@H](N)CO3)c1,IC50,IC50,=,11100.0,11100.0,nM,4.954677021213342,4.96,A,CHEMBL4621403,Inhibition of human F10a using fluorescent peptide as substrate by florescence assay,CHEMBL244,Coagulation factor X,CHEMBL4619774
20673872,CHEMBL4637027,CC(C)c1cc(-c2ccc3c(c2)[C@H](N)CO3)cc([C@H](O)Cn2ccc3cccc(C(=O)O)c32)c1,IC50,IC50,=,1050.0,1050.0,nM,5.978810700930062,5.98,A,CHEMBL4621403,Inhibition of human F10a using fluorescent peptide as substrate by florescence assay,CHEMBL244,Coagulation factor X,CHEMBL4619774
20673922,CHEMBL4636760,COc1cccc(C(=O)O)c1OCC(O)c1cc(-c2ccc3c(c2)[C@H](N)CO3)cc(C(C)C)c1,IC50,IC50,=,16300.0,16300.0,nM,4.787812395596042,4.79,A,CHEMBL4621403,Inhibition of human F10a using fluorescent peptide as substrate by florescence assay,CHEMBL244,Coagulation factor X,CHEMBL4619774
20673933,CHEMBL4646398,CC(C)c1cc(-c2ccc3c(c2)[C@H](N)CO3)cc(C(O)CN2CCc3cccc(C(=O)O)c32)c1,IC50,IC50,=,1710.0,1710.0,nM,5.767003889607846,5.77,A,CHEMBL4621403,Inhibition of human F10a using fluorescent peptide as substrate by florescence assay,CHEMBL244,Coagulation factor X,CHEMBL4619774
20673944,CHEMBL4647950,CC(C)c1cc(-c2ccc3c(c2)[C@H](N)CO3)cc(C(O)Cn2ccc3cccc(C(=O)O)c32)c1,IC50,IC50,=,11200.0,11200.0,nM,4.950781977329818,4.95,A,CHEMBL4621403,Inhibition of human F10a using fluorescent peptide as substrate by florescence assay,CHEMBL244,Coagulation factor X,CHEMBL4619774
20682704,CHEMBL4640835,CC[C@@H](C)[C@@H](NC1CCCCC1)C(=O)N1C[C@@H](O)C[C@H]1C(=O)NCc1ccc2c(N)nccc2c1,IC50,IC50,=,136.0,136.0,nM,6.866461091629782,6.87,B,CHEMBL4623473,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4622852
20682705,CHEMBL4647326,CC[C@@H](C)[C@@H](NC1CCC(F)(F)CC1)C(=O)N1C[C@](O)(CC)C[C@H]1C(=O)NCc1ccc2c(N)nccc2c1,IC50,IC50,=,652.0,652.0,nM,6.185752404268079,6.19,B,CHEMBL4623473,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4622852
20682706,CHEMBL4635919,CC[C@@H](C)[C@@H](NC1CCCCC1)C(=O)N1C[C@@](C)(C#N)C[C@H]1C(=O)NCc1ccc2c(N)nccc2c1,IC50,IC50,=,2735.0,2735.0,nM,5.56304266933055,5.56,B,CHEMBL4623473,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4622852
20682707,CHEMBL4639651,CC[C@@H](C)[C@@H](NS(=O)(=O)Cc1ccc(Cl)cc1)C(=O)N1C[C@@](C)(C#N)C[C@H]1C(=O)NCc1ccc2c(N)nccc2c1,IC50,IC50,=,829.0,829.0,nM,6.081445469449727,6.08,B,CHEMBL4623473,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4622852
20682708,CHEMBL4634303,CC[C@@H](C)[C@@H](NC1CCCCC1)C(=O)N1C[C@](O)(CC)C[C@H]1C(=O)NCc1ccc2c(N)nccc2c1,IC50,IC50,=,93.0,93.0,nM,7.031517051446065,7.03,B,CHEMBL4623473,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4622852
20682709,CHEMBL4646710,CC[C@@H](C)[C@@H](NC1CCCCC1)C(=O)N1C[C@@](C)(O)C[C@H]1C(=O)NCc1ccc2c(N)nccc2c1,IC50,IC50,=,49.0,49.0,nM,7.309803919971486,7.31,B,CHEMBL4623473,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4622852
20682710,CHEMBL4646911,CC[C@@H](C)[C@@H](NS(=O)(=O)Cc1ccc(Cl)cc1)C(=O)N1C[C@@](C)(O)C[C@H]1C(=O)NCc1ccc2c(N)nccc2c1,IC50,IC50,=,78.0,78.0,nM,7.107905397309519,7.11,B,CHEMBL4623473,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4622852
20682711,CHEMBL4635580,CC[C@@H](C)[C@@H](NS(=O)(=O)Cc1ccc(C(F)(F)F)cc1)C(=O)N1C[C@@](C)(O)C[C@H]1C(=O)NCc1ccc2c(N)nccc2c1,IC50,IC50,=,328.0,328.0,nM,6.484126156288321,6.48,B,CHEMBL4623473,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4622852
20682712,CHEMBL4641777,CC[C@@H](C)[C@@H](NC(C)C(F)F)C(=O)N1C[C@@](C)(O)C[C@H]1C(=O)NCc1ccc2c(N)nccc2c1,IC50,IC50,=,798.0,798.0,nM,6.09799710864927,6.10,B,CHEMBL4623473,Inhibition of factor 10a (unknown origin),CHEMBL244,Coagulation factor X,CHEMBL4622852
20686695,CHEMBL204997,N=C(N)c1ccc2[nH]c(-c3n[nH]c(-c4ccccc4)c3O)nc2c1,IC50,IC50,=,700.0,700.0,nM,6.154901959985743,6.16,A,CHEMBL4624395,Inhibition of activated factor X (unknown origin) using CH3O-CO-D-CHG-Gly-Arg-pNA-AcOH as substrate by fluorescence based assay,CHEMBL244,Coagulation factor X,CHEMBL4622895
20686696,CHEMBL4637727,Cc1ccc(-c2ncnc(-c3nc4cc(C(=N)N)ccc4[nH]3)c2O)cc1,IC50,IC50,=,5300.0,5300.0,nM,5.275724130399211,5.28,A,CHEMBL4624395,Inhibition of activated factor X (unknown origin) using CH3O-CO-D-CHG-Gly-Arg-pNA-AcOH as substrate by fluorescence based assay,CHEMBL244,Coagulation factor X,CHEMBL4622895
20686697,CHEMBL4636716,Cc1ccc(-c2ncnc(Nc3ccc(C(=N)N)cc3)c2O)cc1,IC50,IC50,=,275.0,275.0,nM,6.560667306169737,6.56,A,CHEMBL4624395,Inhibition of activated factor X (unknown origin) using CH3O-CO-D-CHG-Gly-Arg-pNA-AcOH as substrate by fluorescence based assay,CHEMBL244,Coagulation factor X,CHEMBL4622895
20686703,CHEMBL4648414,Cc1ccc(-c2ncnc(Nc3ccc4c(c3)CNC4=N)c2O)cc1,IC50,IC50,=,18000.0,18000.0,nM,4.7447274948966935,4.75,A,CHEMBL4624395,Inhibition of activated factor X (unknown origin) using CH3O-CO-D-CHG-Gly-Arg-pNA-AcOH as substrate by fluorescence based assay,CHEMBL244,Coagulation factor X,CHEMBL4622895
20686775,CHEMBL4647759,N=C(N)c1ccc2[nH]c(-c3ncnc(-c4ccccc4)c3O)nc2c1,IC50,IC50,=,4600.0,4600.0,nM,5.337242168318426,5.34,A,CHEMBL4624395,Inhibition of activated factor X (unknown origin) using CH3O-CO-D-CHG-Gly-Arg-pNA-AcOH as substrate by fluorescence based assay,CHEMBL244,Coagulation factor X,CHEMBL4622895
22431922,CHEMBL198362,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,IC50,IC50,=,0.7,0.7,nM,9.154901959985743,9.15,B,CHEMBL4676503,Inhibition of human coagulation factor Xa using Boc-Ile-Glu-Gly-Arg-AMC as fluorogenic substrate measured at 1 min interval for 1 hr by fluorometric assay,CHEMBL244,Coagulation factor X,CHEMBL4673255
22856706,CHEMBL4746164,CC(=N)N1CCC(Oc2ccc3c(c2)C(=O)NS(=O)(=O)N3Cc2ccc3ccc(C(=N)N)cc3c2)CC1,IC50,IC50,=,0.4,0.4,nM,9.397940008672037,9.40,B,CHEMBL4725019,Inhibition of human factor Xa using S-2238 as substrate by chromogenic assay,CHEMBL244,Coagulation factor X,CHEMBL4715923
24352402,CHEMBL5075263,CC(=O)N[C@H]1CCCCNC(=O)C[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nc3ccccc3s2)NC(=O)[C@H](CC(C)C)NC1=O,IC50,IC50,=,1161.0,1161.0,nM,5.935167780261426,5.93,B,CHEMBL5032468,Inhibition of recombinant C-terminal 10His-tagged human coagulation factor 10a (Leu24 to Lys488 residues) expressed in baculovirus infected Sf9 insect cells using Bz-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 30 mins followed by substrate addition by chromogenic assay,CHEMBL244,Coagulation factor X,CHEMBL5030567
24352403,CHEMBL5083517,CC(=O)N[C@H]1CCCCNC(=O)CC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nc3ccccc3s2)NC(=O)[C@H](CC(C)C)NC1=O,IC50,IC50,=,723.0,723.0,nM,6.140861702705469,6.14,B,CHEMBL5032468,Inhibition of recombinant C-terminal 10His-tagged human coagulation factor 10a (Leu24 to Lys488 residues) expressed in baculovirus infected Sf9 insect cells using Bz-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 30 mins followed by substrate addition by chromogenic assay,CHEMBL244,Coagulation factor X,CHEMBL5030567
24352404,CHEMBL5081575,CC(=O)N[C@H]1CCCCNC(=O)CC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nc3ccccc3s2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,IC50,IC50,=,155.0,155.0,nM,6.809668301829708,6.81,B,CHEMBL5032468,Inhibition of recombinant C-terminal 10His-tagged human coagulation factor 10a (Leu24 to Lys488 residues) expressed in baculovirus infected Sf9 insect cells using Bz-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 30 mins followed by substrate addition by chromogenic assay,CHEMBL244,Coagulation factor X,CHEMBL5030567
24352405,CHEMBL5081508,CC(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nc3ccccc3s2)NC(=O)[C@H](CC(C)C)NC1=O,IC50,IC50,=,2048.0,2048.0,nM,5.688670047696206,5.69,B,CHEMBL5032468,Inhibition of recombinant C-terminal 10His-tagged human coagulation factor 10a (Leu24 to Lys488 residues) expressed in baculovirus infected Sf9 insect cells using Bz-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 30 mins followed by substrate addition by chromogenic assay,CHEMBL244,Coagulation factor X,CHEMBL5030567
24352406,CHEMBL5081335,CC(=O)N[C@H]1CC(=O)NCCCCC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nc3ccccc3s2)NC(=O)[C@H](CC(C)C)NC1=O,IC50,IC50,=,1714.0,1714.0,nM,5.76598918241282,5.77,B,CHEMBL5032468,Inhibition of recombinant C-terminal 10His-tagged human coagulation factor 10a (Leu24 to Lys488 residues) expressed in baculovirus infected Sf9 insect cells using Bz-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 30 mins followed by substrate addition by chromogenic assay,CHEMBL244,Coagulation factor X,CHEMBL5030567
24352407,CHEMBL5092327,CC(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nc3ccc(N[C@H](C(N)=O)C(C)C)cc3s2)NC(=O)[C@H](CC(C)C)NC1=O,IC50,IC50,=,118.0,118.0,nM,6.928117992693874,6.93,B,CHEMBL5032468,Inhibition of recombinant C-terminal 10His-tagged human coagulation factor 10a (Leu24 to Lys488 residues) expressed in baculovirus infected Sf9 insect cells using Bz-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 30 mins followed by substrate addition by chromogenic assay,CHEMBL244,Coagulation factor X,CHEMBL5030567
24352408,CHEMBL5091873,CC(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nccs2)NC(=O)[C@H](CC(C)C)NC1=O,IC50,IC50,=,1363.0,1363.0,nM,5.865504144165326,5.87,B,CHEMBL5032468,Inhibition of recombinant C-terminal 10His-tagged human coagulation factor 10a (Leu24 to Lys488 residues) expressed in baculovirus infected Sf9 insect cells using Bz-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 30 mins followed by substrate addition by chromogenic assay,CHEMBL244,Coagulation factor X,CHEMBL5030567
24352409,CHEMBL5081090,CC(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nc3ccccc3s2)NC(=O)CNC1=O,IC50,IC50,=,6183.0,6183.0,nM,5.208800753501125,5.21,B,CHEMBL5032468,Inhibition of recombinant C-terminal 10His-tagged human coagulation factor 10a (Leu24 to Lys488 residues) expressed in baculovirus infected Sf9 insect cells using Bz-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 30 mins followed by substrate addition by chromogenic assay,CHEMBL244,Coagulation factor X,CHEMBL5030567
24352411,CHEMBL5084226,CC(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nc3ccccc3s2)NC(=O)[C@H](C(C)C)NC1=O,IC50,IC50,=,1514.0,1514.0,nM,5.8198741248359465,5.82,B,CHEMBL5032468,Inhibition of recombinant C-terminal 10His-tagged human coagulation factor 10a (Leu24 to Lys488 residues) expressed in baculovirus infected Sf9 insect cells using Bz-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 30 mins followed by substrate addition by chromogenic assay,CHEMBL244,Coagulation factor X,CHEMBL5030567
24352412,CHEMBL5078472,CC(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nc3ccccc3s2)NC(=O)[C@H](CC(N)=O)NC1=O,IC50,IC50,=,4653.0,4653.0,nM,5.332266947466733,5.33,B,CHEMBL5032468,Inhibition of recombinant C-terminal 10His-tagged human coagulation factor 10a (Leu24 to Lys488 residues) expressed in baculovirus infected Sf9 insect cells using Bz-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 30 mins followed by substrate addition by chromogenic assay,CHEMBL244,Coagulation factor X,CHEMBL5030567
24352414,CHEMBL5088958,CC(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nc3ccccc3s2)NC(=O)[C@H]([C@@H](C)O)NC1=O,IC50,IC50,=,13341.0,13341.0,nM,4.874811615831403,4.88,B,CHEMBL5032468,Inhibition of recombinant C-terminal 10His-tagged human coagulation factor 10a (Leu24 to Lys488 residues) expressed in baculovirus infected Sf9 insect cells using Bz-Ile-Glu-Gly-Arg-pNA as substrate preincubated for 30 mins followed by substrate addition by chromogenic assay,CHEMBL244,Coagulation factor X,CHEMBL5030567
