action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,requested_activity_type,standard_value_num,pKi,selected_endpoint,activity_type_cleaned
,,2376056,[],CHEMBL980975,Inhibition of factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,CN1C(=O)C(OCc2ccc(C(=N)N)cc2)Oc2cc(C(=O)N(CC(=O)O)c3ccccc3)ccc21,,,CHEMBL1140066,J Med Chem,2008,"{'bei': '8.81', 'le': '0.16', 'lle': '1.70', 'sei': '2.94'}",,CHEMBL461417,,CHEMBL461417,4.30,0,http://www.openphacts.org/units/Nanomolar,747695,=,1,1,=,,Ki,nM,,49600.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,49.6,Ki,49600.0,4.304518323509803,pKi,Ki
,,2376057,[],CHEMBL980975,Inhibition of factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,CCOC(=O)CN(C(=O)c1ccc2c(c1)OC(OCc1ccc(C(=N)N)cc1)C(=O)N2C)c1ccccc1,,,CHEMBL1140066,J Med Chem,2008,"{'bei': '8.45', 'le': '0.16', 'lle': '1.29', 'sei': '3.23'}",,CHEMBL461192,,CHEMBL461192,4.37,0,http://www.openphacts.org/units/Nanomolar,747589,=,1,1,=,,Ki,nM,,43100.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,43.1,Ki,43100.0,4.3655227298392685,pKi,Ki
,,2376058,[],CHEMBL980975,Inhibition of factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,CCOC(=O)C(C(=O)Nc1ccc2c(c1)OC(OCc1ccc(C(=N)N)cc1)C(=O)N2C)c1ccccc1,,,CHEMBL1140066,J Med Chem,2008,"{'bei': '8.32', 'le': '0.15', 'lle': '1.15', 'sei': '2.98'}",,CHEMBL461191,,CHEMBL461191,4.30,0,http://www.openphacts.org/units/Nanomolar,747588,=,1,1,=,,Ki,nM,,50300.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,50.3,Ki,50300.0,4.298432014944073,pKi,Ki
,,2376131,[],CHEMBL980975,Inhibition of factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,CN1CC(C)(COc2ccc(C(=N)N)cc2)Oc2cc(NC(=O)CCC(=O)O)ccc21,,,CHEMBL1140066,J Med Chem,2008,"{'bei': '10.48', 'le': '0.20', 'lle': '2.03', 'sei': '3.24'}",,CHEMBL493094,,CHEMBL493094,4.47,0,http://www.openphacts.org/units/Nanomolar,746763,=,1,1,=,,Ki,nM,,33800.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,33.8,Ki,33800.0,4.471083299722345,pKi,Ki
,,2376132,[],CHEMBL980975,Inhibition of factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,CCOC(=O)CCC(=O)Nc1ccc2c(c1)OC(C)(COc1ccc(C(=N)N)cc1)CN2C,,,CHEMBL1140066,J Med Chem,2008,"{'bei': '9.08', 'le': '0.17', 'lle': '1.21', 'sei': '3.25'}",,CHEMBL494715,,CHEMBL494715,4.13,0,http://www.openphacts.org/units/Nanomolar,746762,=,1,1,=,,Ki,nM,,74700.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,74.7,Ki,74700.0,4.126679398184601,pKi,Ki
,,2376133,[],CHEMBL980975,Inhibition of factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,CN1CC(C)(COc2ccc(C(=N)N)cc2)Oc2cc(NC(=O)c3ccccc3)ccc21,,,CHEMBL1140066,J Med Chem,2008,"{'bei': '11.42', 'le': '0.21', 'lle': '1.03', 'sei': '4.88'}",,CHEMBL494514,,CHEMBL494514,4.92,0,http://www.openphacts.org/units/Nanomolar,746761,=,1,1,=,,Ki,nM,,12100.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,12.1,Ki,12100.0,4.91721462968355,pKi,Ki
,,2376134,[],CHEMBL980975,Inhibition of factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,CCOC(=O)C(Cc1ccccc1)C(=O)Nc1ccc2c(c1)N(C)CC(C)(COc1ccc(C(=N)N)cc1)O2,,,CHEMBL1140066,J Med Chem,2008,"{'bei': '8.54', 'le': '0.16', 'lle': '0.53', 'sei': '3.57'}",,CHEMBL494513,,CHEMBL494513,4.53,0,http://www.openphacts.org/units/Nanomolar,746760,=,1,1,=,,Ki,nM,,29500.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,29.5,Ki,29500.0,4.530177984021837,pKi,Ki
,,2376136,[],CHEMBL980975,Inhibition of factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,COC(=O)C(Cc1ccccc1)C(=O)Nc1ccc2c(c1)OC(C)(COc1ccc(C(=N)N)cc1)CN2C,,,CHEMBL1140066,J Med Chem,2008,"{'bei': '8.62', 'le': '0.16', 'lle': '0.84', 'sei': '3.51'}",,CHEMBL459524,,CHEMBL459524,4.45,0,http://www.openphacts.org/units/Nanomolar,748059,=,1,1,=,,Ki,nM,,35400.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,35.4,Ki,35400.0,4.450996737974212,pKi,Ki
,,2376137,[],CHEMBL980975,Inhibition of factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,CCOC(=O)CN(C(=O)c1ccccc1)c1ccc2c(c1)OC(C)(COc1ccc(C(=N)N)cc1)CN2C,,,CHEMBL1140066,J Med Chem,2008,"{'bei': '9.71', 'le': '0.18', 'lle': '1.17', 'sei': '4.25'}",,CHEMBL459318,,CHEMBL459318,5.02,0,http://www.openphacts.org/units/Nanomolar,748058,=,1,1,=,,Ki,nM,,9590.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,9.59,Ki,9590.0,5.018181392829336,pKi,Ki
,,2376138,[],CHEMBL980975,Inhibition of factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,CCOC(=O)CCC(=O)N(Cc1ccccn1)c1ccc2c(c1)OC(C)(COc1ccc(C(=N)N)cc1)CN2C,,,CHEMBL1140066,J Med Chem,2008,"{'bei': '9.03', 'le': '0.17', 'lle': '1.02', 'sei': '3.76'}",,CHEMBL468464,,CHEMBL468464,4.93,0,http://www.openphacts.org/units/Nanomolar,747970,=,1,1,=,,Ki,nM,,11800.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,11.8,Ki,11800.0,4.928117992693875,pKi,Ki
,,2376139,[],CHEMBL980975,Inhibition of factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,CCOC(=O)CCC(=O)N(Cc1ccccc1)c1ccc2c(c1)N(C)CC(C)(COc1ccc(C(=N)N)cc1)O2,,,CHEMBL1140066,J Med Chem,2008,"{'bei': '8.37', 'le': '0.16', 'lle': '0.05', 'sei': '3.86'}",,CHEMBL512630,,CHEMBL512630,4.56,0,http://www.openphacts.org/units/Nanomolar,747969,=,1,1,=,,Ki,nM,,27700.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,27.7,Ki,27700.0,4.557520230935552,pKi,Ki
,,2376140,[],CHEMBL980975,Inhibition of factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,CN1CC(C)(COc2ccc(C(=N)N)cc2)Oc2cc(N(Cc3ccccc3)C(=O)CCC(=O)O)ccc21,,,CHEMBL1140066,J Med Chem,2008,"{'bei': '8.76', 'le': '0.16', 'lle': '0.50', 'sei': '3.50'}",,CHEMBL517269,,CHEMBL517269,4.53,0,http://www.openphacts.org/units/Nanomolar,747968,=,1,1,=,,Ki,nM,,29700.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,29.7,Ki,29700.0,4.527243550682788,pKi,Ki
,,2376141,[],CHEMBL980975,Inhibition of factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,CCOC(=O)CCC(=O)N(Cc1ccccc1)c1ccc2c(c1)OC(C)(COc1ccc(C(=N)N)cc1)CN2C,,,CHEMBL1140066,J Med Chem,2008,"{'bei': '8.71', 'le': '0.16', 'lle': '0.23', 'sei': '4.01'}",,CHEMBL513670,,CHEMBL513670,4.75,0,http://www.openphacts.org/units/Nanomolar,747876,=,1,1,=,,Ki,nM,,18000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,18.0,Ki,18000.0,4.7447274948966935,pKi,Ki
,,2376142,[],CHEMBL980975,Inhibition of factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,CN1CC(C)(COc2ccc(C(=N)N)cc2)Oc2ccc(N(Cc3ccccc3)C(=O)C(=O)O)cc21,,,CHEMBL1140066,J Med Chem,2008,"{'bei': '9.21', 'le': '0.17', 'lle': '1.25', 'sei': '3.48'}",,CHEMBL459941,,CHEMBL459941,4.50,0,http://www.openphacts.org/units/Nanomolar,747875,=,1,1,=,,Ki,nM,,31700.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,31.7,Ki,31700.0,4.498940737782249,pKi,Ki
,,2376143,[],CHEMBL980975,Inhibition of factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,CCOC(=O)C(=O)N(Cc1ccccc1)c1ccc2c(c1)N(C)CC(C)(COc1ccc(C(=N)N)cc1)O2,,,CHEMBL1140066,J Med Chem,2008,"{'bei': '9.28', 'le': '0.17', 'lle': '1.07', 'sei': '4.06'}",,CHEMBL461210,,CHEMBL461210,4.80,0,http://www.openphacts.org/units/Nanomolar,747874,=,1,1,=,,Ki,nM,,16000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,16.0,Ki,16000.0,4.795880017344075,pKi,Ki
,,2376144,[],CHEMBL980975,Inhibition of factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,CN1CC(C)(COc2ccc(C(=N)N)cc2)Oc2cc(N(Cc3ccccc3)C(=O)C(=O)O)ccc21,,,CHEMBL1140066,J Med Chem,2008,"{'bei': '9.78', 'le': '0.18', 'lle': '1.53', 'sei': '3.70'}",,CHEMBL460355,,CHEMBL460355,4.78,0,http://www.openphacts.org/units/Nanomolar,747791,=,1,1,=,,Ki,nM,,16600.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,16.6,Ki,16600.0,4.779891911959945,pKi,Ki
,,2376145,[],CHEMBL980975,Inhibition of factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,CCOC(=O)C(=O)N(Cc1ccccc1)c1ccc2c(c1)OC(C)(COc1ccc(C(=N)N)cc1)CN2C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1140066,J Med Chem,2008,,,CHEMBL460144,,CHEMBL460144,,0,http://www.openphacts.org/units/Nanomolar,747790,=,1,1,=,,Ki,nM,,112000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,112.0,Ki,112000.0,3.950781977329818,pKi,Ki
,,2376146,[],CHEMBL980975,Inhibition of factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,CCOC(=O)CN(Cc1ccccc1)c1ccc2c(c1)N(C)CC(C)(COc1ccc(C(=N)N)cc1)O2,,,CHEMBL1140066,J Med Chem,2008,"{'bei': '9.80', 'le': '0.18', 'lle': '0.71', 'sei': '4.87'}",,CHEMBL460143,,CHEMBL460143,4.92,0,http://www.openphacts.org/units/Nanomolar,747789,=,1,1,=,,Ki,nM,,11900.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,11.9,Ki,11900.0,4.924453038607469,pKi,Ki
,,2376147,[],CHEMBL980975,Inhibition of factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,CCOC(=O)CN(Cc1ccccc1)c1ccc2c(c1)OC(C)(COc1ccc(C(=N)N)cc1)CN2C,,,CHEMBL1140066,J Med Chem,2008,"{'bei': '11.09', 'le': '0.21', 'lle': '1.36', 'sei': '5.51'}",,CHEMBL517875,,CHEMBL517875,5.57,0,http://www.openphacts.org/units/Nanomolar,747698,=,1,1,=,,Ki,nM,,2670.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,2.67,Ki,2670.0,5.573488738635424,pKi,Ki
,,2393205,[],CHEMBL945266,Inhibition of human factor 10a by amydolitic assay,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(Nc1cccc(OCc2ccc(F)cc2)c1)C1CCCNC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1140910,J Med Chem,2009,,,CHEMBL489114,,CHEMBL489114,,0,http://www.openphacts.org/units/Nanomolar,730057,=,1,1,=,,Ki,nM,,260000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,260.0,Ki,260000.0,3.585026652029182,pKi,Ki
,,2393206,[],CHEMBL945266,Inhibition of human factor 10a by amydolitic assay,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(Nc1cccc(OCc2ccc(-c3ccccc3)cc2)c1)C1CCCNC1,,,CHEMBL1140910,J Med Chem,2009,"{'bei': '14.49', 'le': '0.26', 'lle': '0.73', 'sei': '11.12'}",,CHEMBL523099,,CHEMBL523099,5.60,0,http://www.openphacts.org/units/Nanomolar,730059,=,1,1,=,,Ki,nM,,2500.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,2.5,Ki,2500.0,5.6020599913279625,pKi,Ki
,,2393207,[],CHEMBL945266,Inhibition of human factor 10a by amydolitic assay,B,,,BAO_0000192,BAO_0000357,single protein format,N=C(N)N1CCCC(C(=O)Nc2cccc(OCc3ccc(F)cc3)c2)C1,,,CHEMBL1140910,J Med Chem,2009,"{'bei': '11.46', 'le': '0.21', 'lle': '1.29', 'sei': '4.64'}",,CHEMBL490892,,CHEMBL490892,4.24,0,http://www.openphacts.org/units/Nanomolar,730141,=,1,1,=,,Ki,nM,,57000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,57.0,Ki,57000.0,4.2441251443275085,pKi,Ki
,,2393208,[],CHEMBL945266,Inhibition of human factor 10a by amydolitic assay,B,,,BAO_0000192,BAO_0000357,single protein format,N=C(N)N1CCCC(C(=O)Nc2cccc(OCc3ccc(-c4ccccc4)cc3)c2)C1,,,CHEMBL1140910,J Med Chem,2009,"{'bei': '13.30', 'le': '0.24', 'lle': '1.22', 'sei': '6.23'}",,CHEMBL491283,,CHEMBL491283,5.70,0,http://www.openphacts.org/units/Nanomolar,730142,=,1,1,=,,Ki,nM,,2000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,2.0,Ki,2000.0,5.698970004336019,pKi,Ki
,,2393209,[],CHEMBL945266,Inhibition of human factor 10a by amydolitic assay,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(Nc1cccc(OCc2ccc(-c3ccccc3)cc2)c1)C1CCNCC1,,,CHEMBL1140910,J Med Chem,2009,"{'bei': '15.52', 'le': '0.28', 'lle': '1.13', 'sei': '11.91'}",,CHEMBL491672,,CHEMBL491672,6.00,0,http://www.openphacts.org/units/Nanomolar,730255,=,1,1,=,,Ki,nM,,1000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,1.0,Ki,1000.0,6.0,pKi,Ki
,,2393210,[],CHEMBL945266,Inhibition of human factor 10a by amydolitic assay,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(Nc1ccc(OCc2ccc(-c3ccccc3)cc2)cc1)C1CCNCC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1140910,J Med Chem,2009,,,CHEMBL491673,,CHEMBL491673,,0,http://www.openphacts.org/units/Nanomolar,730256,=,1,1,=,,Ki,nM,,126000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,126.0,Ki,126000.0,3.8996294548824375,pKi,Ki
,,2393211,[],CHEMBL945266,Inhibition of human factor 10a by amydolitic assay,B,,,BAO_0000192,BAO_0000357,single protein format,N=C(N)N1CCC(C(=O)Nc2cccc(OCc3ccc(F)cc3)c2)CC1,,,CHEMBL1140910,J Med Chem,2009,"{'bei': '12.07', 'le': '0.23', 'lle': '1.52', 'sei': '4.89'}",,CHEMBL521570,,CHEMBL521570,4.47,0,http://www.openphacts.org/units/Nanomolar,730257,=,1,1,=,,Ki,nM,,33800.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,33.8,Ki,33800.0,4.471083299722345,pKi,Ki
,,2393212,[],CHEMBL945266,Inhibition of human factor 10a by amydolitic assay,B,,,BAO_0000192,BAO_0000357,single protein format,N=C(N)N1CCC(C(=O)Nc2cccc(OCc3ccc(-c4ccccc4)cc3)c2)CC1,,,CHEMBL1140910,J Med Chem,2009,"{'bei': '12.33', 'le': '0.23', 'lle': '0.80', 'sei': '5.78'}",,CHEMBL489110,,CHEMBL489110,5.28,0,http://www.openphacts.org/units/Nanomolar,730258,=,1,1,=,,Ki,nM,,5200.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,5.2,Ki,5200.0,5.2839966563652006,pKi,Ki
,,2393213,[],CHEMBL945266,Inhibition of human factor 10a by amydolitic assay,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(Nc1cccc(OCc2ccc(-c3ccc(F)cc3)cc2)c1)C1CCNCC1,,,CHEMBL1140910,J Med Chem,2009,"{'bei': '13.38', 'le': '0.25', 'lle': '0.40', 'sei': '10.75'}",,CHEMBL490297,,CHEMBL490297,5.41,0,http://www.openphacts.org/units/Nanomolar,728824,=,1,1,=,,Ki,nM,,3870.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,3.87,Ki,3870.0,5.412289034981089,pKi,Ki
,,2393214,[],CHEMBL945266,Inhibition of human factor 10a by amydolitic assay,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(Nc1cccc(OCc2ccc(-c3cccc(F)c3)cc2)c1)C1CCNCC1,,,CHEMBL1140910,J Med Chem,2009,"{'bei': '16.69', 'le': '0.31', 'lle': '1.74', 'sei': '13.41'}",,CHEMBL490298,,CHEMBL490298,6.75,0,http://www.openphacts.org/units/Nanomolar,728825,=,1,1,=,,Ki,nM,,177.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,0.177,Ki,177.0,6.752026733638193,pKi,Ki
,,2393215,[],CHEMBL945266,Inhibition of human factor 10a by amydolitic assay,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(Nc1cccc(OCc2ccc(-c3ccccc3F)cc2)c1)C1CCNCC1,,,CHEMBL1140910,J Med Chem,2009,"{'bei': '15.12', 'le': '0.28', 'lle': '1.11', 'sei': '12.14'}",,CHEMBL524125,,CHEMBL524125,6.12,0,http://www.openphacts.org/units/Nanomolar,728826,=,1,1,=,,Ki,nM,,767.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,0.767,Ki,767.0,6.115204636051018,pKi,Ki
,,2393216,[],CHEMBL945266,Inhibition of human factor 10a by amydolitic assay,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(Nc1cccc(OCc2ccc(-c3ccc(F)cc3F)cc2)c1)C1CCNCC1,,,CHEMBL1140910,J Med Chem,2009,"{'bei': '14.89', 'le': '0.28', 'lle': '1.14', 'sei': '12.49'}",,CHEMBL490491,,CHEMBL490491,6.29,0,http://www.openphacts.org/units/Nanomolar,728827,=,1,1,=,,Ki,nM,,512.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,0.512,Ki,512.0,6.290730039024169,pKi,Ki
,,2393217,[],CHEMBL945266,Inhibition of human factor 10a by amydolitic assay,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(Nc1cccc(OCc2ccc(-c3cccc(F)c3F)cc2)c1)C1CCNCC1,,,CHEMBL1140910,J Med Chem,2009,"{'bei': '14.82', 'le': '0.28', 'lle': '1.11', 'sei': '12.43'}",,CHEMBL489694,,CHEMBL489694,6.26,0,http://www.openphacts.org/units/Nanomolar,728903,=,1,1,=,,Ki,nM,,548.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,0.548,Ki,548.0,6.261219441515631,pKi,Ki
,,2393218,[],CHEMBL945266,Inhibition of human factor 10a by amydolitic assay,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(Nc1cccc(OCc2ccc(-c3cc(F)ccc3F)cc2)c1)C1CCNCC1,,,CHEMBL1140910,J Med Chem,2009,"{'bei': '13.96', 'le': '0.26', 'lle': '0.75', 'sei': '11.71'}",,CHEMBL508759,,CHEMBL508759,5.90,0,http://www.openphacts.org/units/Nanomolar,729064,=,1,1,=,,Ki,nM,,1270.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,1.27,Ki,1270.0,5.896196279044043,pKi,Ki
,,2393219,[],CHEMBL945266,Inhibition of human factor 10a by amydolitic assay,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(Nc1cccc(OCc2ccc(-c3c(F)cccc3F)cc2)c1)C1CCNCC1,,,CHEMBL1140910,J Med Chem,2009,"{'bei': '13.82', 'le': '0.26', 'lle': '0.69', 'sei': '11.59'}",,CHEMBL455203,,CHEMBL455203,5.84,0,http://www.openphacts.org/units/Nanomolar,729065,=,1,1,=,,Ki,nM,,1450.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,1.45,Ki,1450.0,5.838631997765026,pKi,Ki
,,2393220,[],CHEMBL945266,Inhibition of human factor 10a by amydolitic assay,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(Nc1cccc(OCc2ccc(-c3cc(F)cc(F)c3)cc2)c1)C1CCNCC1,,,CHEMBL1140910,J Med Chem,2009,"{'bei': '16.30', 'le': '0.30', 'lle': '1.74', 'sei': '13.67'}",,CHEMBL453387,,CHEMBL453387,6.89,0,http://www.openphacts.org/units/Nanomolar,729066,=,1,1,=,,Ki,nM,,130.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,0.13,Ki,130.0,6.886056647693163,pKi,Ki
,,2393221,[],CHEMBL945266,Inhibition of human factor 10a by amydolitic assay,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(Nc1cccc(OCc2ccc(-c3c(F)cc(F)cc3F)cc2)c1)C1CCNCC1,,,CHEMBL1140910,J Med Chem,2009,"{'bei': '11.41', 'le': '0.21', 'lle': '-0.27', 'sei': '9.98'}",,CHEMBL453359,,CHEMBL453359,5.02,0,http://www.openphacts.org/units/Nanomolar,729067,=,1,1,=,,Ki,nM,,9470.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,9.47,Ki,9470.0,5.023650020996726,pKi,Ki
,,2393222,[],CHEMBL945266,Inhibition of human factor 10a by amydolitic assay,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(Nc1cccc(OCc2ccc(-c3cc(F)c(F)c(F)c3)cc2)c1)C1CCNCC1,,,CHEMBL1140910,J Med Chem,2009,"{'bei': '14.02', 'le': '0.26', 'lle': '0.89', 'sei': '12.26'}",,CHEMBL508488,,CHEMBL508488,6.18,0,http://www.openphacts.org/units/Nanomolar,729162,=,1,1,=,,Ki,nM,,666.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,0.666,Ki,666.0,6.176525770829699,pKi,Ki
,,2393223,[],CHEMBL945266,Inhibition of human factor 10a by amydolitic assay,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(Nc1cccc(OCc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)c1)C1CCNCC1,,,CHEMBL1140910,J Med Chem,2009,"{'bei': '15.94', 'le': '0.30', 'lle': '1.35', 'sei': '14.38'}",,CHEMBL454373,,CHEMBL454373,7.24,0,http://www.openphacts.org/units/Nanomolar,729163,=,1,1,=,,Ki,nM,,57.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,0.057,Ki,57.0,7.2441251443275085,pKi,Ki
,,2447225,[],CHEMBL946423,Inhibition of human factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,COC(=O)C1(c2ccc(N3CCc4c(C(F)(F)F)nn(-c5ccc(OC)cc5)c4C3=O)cc2)CC1,,,CHEMBL1157522,Bioorg Med Chem Lett,2008,"{'bei': '17.96', 'le': '0.34', 'lle': '4.41', 'sei': '11.84'}",,CHEMBL452793,,CHEMBL452793,8.72,0,http://www.openphacts.org/units/Nanomolar,719575,=,1,1,=,,Ki,nM,,1.9,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,1.9,Ki,1.9,8.721246399047171,pKi,Ki
,,2447227,[],CHEMBL946423,Inhibition of human factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,CCNC(=O)N(C)CC1(c2ccc(N3CCc4c(C(F)(F)F)nn(-c5ccc(OC)cc5)c4C3=O)cc2)CC1,,,CHEMBL1157522,Bioorg Med Chem Lett,2008,"{'bei': '18.20', 'le': '0.35', 'lle': '5.05', 'sei': '12.36'}",,CHEMBL517711,,CHEMBL517711,9.85,0,http://www.openphacts.org/units/Nanomolar,718760,=,1,1,=,,Ki,nM,,0.14,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,0.14,Ki,0.14,9.853871964321762,pKi,Ki
,,2447228,[],CHEMBL946423,Inhibition of human factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CN(C)S(C)(=O)=O)CC4)cc2)CC3)cc1,,,CHEMBL1157522,Bioorg Med Chem Lett,2008,"{'bei': '18.47', 'le': '0.36', 'lle': '6.10', 'sei': '11.96'}",,CHEMBL471734,,CHEMBL471734,10.13,0,http://www.openphacts.org/units/Nanomolar,720115,=,1,1,=,,Ki,nM,,0.074,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,0.074,Ki,0.074,10.130768280269024,pKi,Ki
,,2447229,[],CHEMBL946423,Inhibition of human factor 10a,B,,,BAO_0000192,BAO_0000357,single protein format,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CN(C)C(C)=O)CC4)cc2)CC3)cc1,,,CHEMBL1157522,Bioorg Med Chem Lett,2008,"{'bei': '20.02', 'le': '0.38', 'lle': '5.65', 'sei': '15.16'}",,CHEMBL511486,,CHEMBL511486,10.26,0,http://www.openphacts.org/units/Nanomolar,720114,=,1,1,=,,Ki,nM,,0.055,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,0.055,Ki,0.055,10.259637310505756,pKi,Ki
